2;В жизни рек золотых не найти.$Не укрыться от всех ненастий,$Пусть на жизненном вашем пути$Будет спутником просто счастье!
2;В один в году - рожденья - день$Будь ты в полете, на лету:$Забудь всю быта дребедень,$Добычи денег суету!$Остановись. Взгляни ты ввысь,$Вокруг - прекрасно, как во сне...$Зиме и лету улыбнись,$Засмейся осени, весне!$Да оттянись, расслабься ты,$Гони метлой из дома грусть...$В день этот все твои мечты$В реальность превратятся пусть!$И в этот самый лучший в жизни час,$В тебя влюбленных, не забудь ты нас!
2;В преданье старом говорится:$Когда родится человек,$Звезда на небе загорится,$Чтобы светить ему навек.$Так пусть звезда тебе сияет,$По крайней мере, лет до ста,$Пусть счастье дом твой окружает,$Пусть будет радость в нем всегда.$Пускай спешат, бегут года,$Остановить их мы не в силах,$Но будь ты молода всегда,$Неважно, сколько лет пробило.
2;В твой чудесный день рожденья$Нам разреши тебя обнять$И подарить стихотворенье,$Любви и счастья пожелать.$И пусть здоровье будет крепким,$А сердце вечно молодым,$Пусть каждый день твой будет светлым$На радость нам и всем родным!
2;В холодный день родились вы$И ждать вам вновь придётся$Когда весной опять цветы$И солнце к вам вернётся.$А раз цветов пока, что нет,$В морозы и в ненастье$Пусть расцветает счастье!
2;В этот день тебе желаем:$Голубых ветров,$Серебристых дождей,$И красивой любви,$И хороших друзей,$И свершений больших,$И блестящих побед,$Жизни полной, счастливой,$Без печали и бед.
2;В этот прекрасный день, день Вашего рождения,$Примите дань нашего уважения.
2;В этот радостный день рождения$Нет причины вздыхать и грустить,$Отмечаешь не дату старения,$А тот день, когда начал ты жить.$Даже если немалые годы,$Если радости мало в судьбе,$Даже если бывают невзгоды, -$Жизнь прекрасна сама по себе!
2;В этот светлый День рожденья$Все приятны и милы.$Выставляйте угощение$На широкие столы.$Каждый гость сейчас по дружбе$Пожелать бы Вам хотел$Мира в доме и на службе,$Долгих лет и добрых дел.
2;В этот утренний час пробужденья$В твоей жизни прибавится год.$Поздравляем тебя с днем рожденья,$И пусть молодость вечно живет.$Пусть глаза твои счастьем сияют,$И цветут лишь улыбкой цветы.$Счастья в жизни тебе мы желаем,$Пусть становятся явью мечты!
2;Вас поздравляя с днём рожденья$Мы выражаем повеленье:$Прожить примерно сотню лет$И удивить весь белый свет$Здоровьем, бодростью своей,$Hа радость близких и друзей!
2;Ваш день рожденья - яркий день!$Пусть не цветет сейчас сирень,$Не пахнут розы под окном,$Но разве дело только в том!$Взгляните Вы в глаза друзей,$Что может быть их глаз теплей?$В них есть и розы, и сирень,$В них море ласки в этот день!
2;Весна за окнами сияет, посмотри!$Прекрасен мир, цветением объят...$Возьми же ясность утренней зари,$Дыханья свежесть пусть подарит сад,$И пусть сияют радостно глаза,$И пусть душа от счастья запоет,$Пусть мимо прошумит гроза,$Пусть только радость дарит каждый год!
2;Вновь разбросаны игрушки-$Вот уж три годка Настюшке,$Не умеем мы читать,$Но умеем рисовать.$Непослушна наша доча-$Все не спит до часу ночи,$А потом, как не стараться,$Утром доче не подняться.$Но сегодня наша Настя$Вся полна тепла и счастья,$Прочь тревоги, прочь сомненья,$Нашей доче день рожденья!$В этот вечер с папой, с мамой,$Будем мы красивой самой,$Будем торт все вместе кушать,$Поздравленья будем слушать.$Поздравленья, пожеланья,$Чтоб все сбылися мечтанья,$Чтоб прожить ей тыщу лет$Без потерь, без слез, без бед.$Пожелаем ей удачи,$Летом отдыхать на даче,$Быть здоровой и любимой,$Доброй, мудрой и красивой.
2;Возвышенных слов не будем желать,$Желаний не сбыточных тоже,$Здоровья и счастья хотим пожелать,$Мы знаем, что нет их дороже.
2;Вот ещё один год прошёл$Молодой твоей жизни цветущей.$Пусть тебе только счастье несёт$Каждый день, каждый месяц грядущий!
2;Все вместе в день рожденья твой$Желаем сердцем и душой$Здоровья, бодрости и смеха,$Во всех делах твоих успеха$И чтоб светила бы всегда$Тебе счастливая звезда.
2;Все невзгоды и преграды,$Мы желаем, лёгким шагом тебе обойти,$И пусть иногда посещает усталость,$Hо молодо будет сердце в груди!
2;Всегда и грустно, и приятно$Свой день рожденья отмечать:$Уходят годы безвозвратно,$Их только успевай считать.$Но время, будто бы теченье,$Ничто не в силах удержать.$Тебе сегодня в день рожденья$Хотим мы счастья пожелать,$Удачи, радости, успеха,$Здоровой быть, беды не знать,$Преграды в жизни и помехи$Легко и быстро устранять,$Побольше смеха, меньше грусти -$И никогда не унывать.
2;Всегда от жизни чуда ждешь$И веришь, что за поворотом$Тебя осыплет звёздный дождь,$Случится радостное что-то!$Сегодня День рожденья твой,$Сегодня новый перекрёсток,$И ты поверь легко и просто -$Тот поворот - перед тобой!
2;Вы родились! (Ты родился!) [Ты родилась!]$И, первым криком$Взбодрив огромный светлый мир,$Себя причислили (причислил ты)$[причислила] к великим$И были правы жизни пир$(И ты был прав ведь жизни пир)$[И ты права ведь жизни пир]$Без Вас, конечно, был неполным$([Был без тебя, поверь, неполным])$Неравных нет на нем гостей$Но океан вздымает волны,$И жизнь бушует средь людей$Пусть кто-то всех вознесся выше,$А чей-то гребень невысок$Единым воздухом все дышим,$И всех нас зрит единый Бог$И каждому сияет солнце,$([И в каждом торжествует разум,])$И в каждом торжествует мысль,$(И каждый солнцем освещен,)$[И солнцем жизнь освещена,]$И в этот день Вам воздается$([И этот день тебе наградой])$За то, что в нем Вы родились!$(За то, что в нем ты был рожден!)$[За то, что в нем ты рождена!]
2;Вы слишком молодая,$Чтоб бабушкою зваться,$И в этот день спешим$Мы Вам в любви признаться!$Мы все желаем Вам$Сегодня, в день рожденья,$Здоровья, счастья, радости,$Надежды и везенья,$И пусть любовь, как радуга,$Раскрасит Ваши дни!$Примите поздравления$От нашей всей родни!
2;Вы, в расцвете сил мужчина,$Сил пока не занимать.$Так что Вам еще вершины$Штурмовать и штурмовать.$Чтобы быть всегда Вам в форме,$Так спортсмены говорят,$Чтоб здоровье было в норме,$Крепкий ум и зоркий взгляд.$Тридцать лет еще не веха,$Чтоб позиции сдавать,$Потому, в делах успеха,$Я(Мы) хотел(и)-бы пожелать.$Hу а как уже привычно,$В поздравлениях писать,$Разрешите в жизни личной,$Здоровья, счастья пожелать!
2;Где взять одних благополучий?$Так не бывает - это факт.$Но пусть побольше будет "лучше"$И меньше будет "кое-как".$Тебе желаем в день рожденья$Улыбок, радостных хлопот,$Здоровья, счастья и веселья$Сегодня, завтра, круглый год!
2;Год прибавился к десятку -$Это вовсе не беда!$Дни проходят без оглядки$И вплетаются в года.$Важно быть всегда здоровым$И неважно сколько лет,$Мы желаем много счастья$И здоровья на сто лет!
2;Годы мчатся, жаль, конечно,$Не задержишь даже час.$Знаем: молодость не вечна,$Мы грустим о том подчас.$Сколько стукнуло - неважно,$И зачем года считать?$В ногу с веком - вот что важно!$И в пути не отставать!$Пусть будет все, что в жизни нужно,$Чем жизнь бывает хороша:$Любовь, здоровье, верность, дружба$И вечно юная душа.
2;Давным-давно известно утвержденье,$Что если кто родился, то всегда,$В начале ночи, в день его рожденья,$Hа небе загорается звезда.$Так пусть твоя звезда не угасает$И в этот день ещё светлей горит,$Твой славный путь всё ярче освещая$И жизнь твою ничто не омрачит!
2;День Ангела сегодня твой!$Дай бог, тебе хорошего здоровья!$Пусть в очаге твоем таится лишь покой,$Согретый счастьем, радостью, любовью!
